,Date,Workout,Result,Prescribed,Work performed,Work time,Formatted Result,workout_name_length,Movements,power
0,2017-04-04,"5 RFT: Power Cleans, Walking Lunges, and Thrusters",399000.0,True,42039,399000.0,6 mins 39 secs,50,"lunge, walking lunge, clean, power clean, thruster",105.360902256
1,2017-04-02,Cindy:5 Pull-ups 10 Push-ups 15 Squats As many rounds as possible in 20 minutes,11.133,True,88204,1200000.0,11 rounds + 2 Pull-ups | 332 reps,5,"pull-up, push-up, squat",73.5033333333
2,2017-03-28,21-15-9: Push Press and Box Jumps,419000.0,True,21197,419000.0,6 mins 59 secs,33,"box jump, press, push press",50.5894988067
5,2017-03-26,"Row : 3x 1 km, rest 3 mins",771500.0,True,93741,771500.0,12 mins 51.5 secs,26,row,121.504860661
6,2017-03-24,CrossFit Games Open 17.5,982000.0,True,66793,982000.0,16 mins 22 secs,24,,68.017311609
7,2017-03-22,Every 1:30 for 10:30: Front Squat,857.2895793,True,5848,630000.0,1890 lbs,33,"front squat, squat",9.28253968254
8,2017-03-22,AMRAP 5 mins: Squat Cleans and AbMat Sit-ups,3.81,True,29387,300000.0,3 rounds + 7 Squat Cleans + 13 AbMat Sit-ups | 104 reps,44,"abmat sit-up, sit-up, clean, squat clean, squat",97.9566666667
9,2017-03-22,AMRAP 5 mins: Hanging Knee Raises and Push Press,3.0,True,2780,300000.0,3 rounds | 84 reps,48,"hanging knee raise, press, push press",9.26666666667
10,2017-03-22,AMRAP 5 mins: Wall Balls and Pull-ups,1.6,True,10193,300000.0,1 round + 10 Wall Balls + 3 Pull-ups | 38 reps,37,"pull-up, wall ball",33.9766666667
11,2017-03-21,AMRAP 10 mins: Lateral Burpee (Over Barbell)s and Power Snatches,2.833,True,44381,600000.0,2 rounds + 15 Lateral Burpee (Over Barbell)s + 10 Power Snatches | 85 reps,64,"burpee, lateral burpee (over barbell), power snatch, snatch",73.9683333333
13,2017-03-20,"5 RFT: 200 m, Dumbbell Walking Lunges, and Dumbbell Thrusters",930000.0,True,68913,930000.0,15 mins 30 secs,61,"lunge, walking lunge, dumbbell thruster, dumbbell walking lunge, thruster",74.1
14,2017-03-20,Every 1 min for 10 mins: Hang Snatch High Pulls and Hang Squat Snatches,10.0,True,4387,600000.0,10.0 rounds,71,"hang snatch, hang snatch high pull, hang squat snatch, snatch, snatch high pull, squat snatch, squat",7.31166666667
16,2017-03-17,CrossFit Games Open 16.4 / 17.4,165.0,True,65071,780000.0,165 reps,31,,83.4243589744
17,2017-03-15,"Chipper: Pistols (Alternating Legs)s, Wall Balls, Burpees, and Hang Power Snatches",750000.0,True,40195,750000.0,12 mins 30 secs,82,"burpee, pistol, pistols (alternating legs), hang power snatch, power snatch, snatch, wall ball",53.5933333333
19,2017-03-15,"""Tabata"" - AbMat Sit-ups : 8 x 20 secs / 10 secs",92.0,True,15150,240000.0,92 reps | 92,48,"abmat sit-up, sit-up",63.125
20,2017-03-14,"4 RFT: Power Cleans, Front Squats, and Burpees",1050000.0,True,70274,1050000.0,17 mins 30 secs,46,"burpee, clean, front squat, power clean, squat",66.9276190476
21,2017-03-14,Every 2 mins for 10 mins: Deadlift,1190.67997125,True,6719,600000.0,2625 lbs,34,deadlift,11.1983333333
22,2017-03-10,CrossFit Games Open 17.3 - Scaled / Scaled Teens 14-15 & Masters 55+,216.0,False,77414,1440000.0,216 reps,68,,53.7597222222
23,2017-03-07,"3 RFT: Hang Power Clean & Jerks, Wall Balls, and Pull-ups",947000.0,True,47776,947000.0,15 mins 47 secs,57,"pull-up, clean, clean & jerk, hang power clean, hang power clean & jerk, jerk, power clean, power clean & jerk, wall ball",50.4498416051
24,2017-03-07,Every 1 min for 7 mins: Thruster,1728.1869297,True,22862,420000.0,3810 lbs,32,thruster,54.4333333333
25,2017-03-05,"""FGB Style"" - Dumbbell Thrusters, Airdyne Calories, Burpees, 2 and  more",314.0,False,74474,1125000.0,"314 reps | 46, 60, 70, 70, and 68 reps",72,"airdyne calories, burpee, dumbbell thruster, thruster",66.1991111111
26,2017-03-05,Every 1 min for 10 mins: Overhead Squat,566.9904625,True,4016,600000.0,1250 lbs,39,"overhead squat, squat",6.69333333333
28,2017-03-04,Tabata Barbell,223.0,True,55940,960000.0,223 reps | 50 + 33 + 64 + 76,14,,58.2708333333
29,2017-03-04,Every 1:30 for 10:30: Back Squat,1047.7983747,True,6527,630000.0,2310 lbs,32,"back squat, squat",10.3603174603
30,2017-03-03,CrossFit Games Open 17.2,78.0,True,2097,720000.0,78 reps,24,,2.9125
31,2017-03-01,3 RFT: Sumo Deadlift High-pulls and Wall Balls,455000.0,True,34850,455000.0,7 mins 35 secs,46,"deadlift, sumo deadlift high-pull, wall ball",76.5934065934
32,2017-03-01,Every 1:30 for 10:30: Front Squat,793.7866475,True,5622,630000.0,1750 lbs,33,"front squat, squat",8.92380952381
33,2017-02-28,"Every 1 min for 10 mins: Snatch Lift Offs, Snatch High Pulls, and Snatches",10.0,True,7601,600000.0,10.0 rounds,74,"snatch, snatch high pull, snatch lift off",12.6683333333
34,2017-02-28,"FT: Rows, Lateral Burpee (Over Barbell)s, Overhead Squats, and 6 more",928000.0,True,93708,928000.0,15 mins 28 secs,69,"row, burpee, lateral burpee (over barbell), overhead squat, squat",100.978448276
35,2017-02-28,Every 1:30 for 10:30: Deadlift,1111.3013065,True,6271,630000.0,2450 lbs,30,deadlift,9.95396825397
36,2017-02-28,Alt EMOM 12 mins: Strict Handstand Push-ups and Strict Muscle-up s,5201.0,False,5201,720000.0,Completed,66,"handstand push-up, muscle-up, push-up, strict handstand push-up, strict muscle-up",7.22361111111
37,2017-02-27,"10-9-8-7-6-5-4-3-2-1: AbMat Sit-ups, Hand Release Push-Ups, and Pull-ups",597000.0,True,39922,597000.0,9 mins 57 secs,72,"abmat sit-up, hand release push-up, pull-up, push-up, sit-up",66.8710217755
38,2017-02-26,"AMRAP 12 mins: Kettlebell Swings, Wall Balls, Ring Rows and Double Unders",2.438,True,38680,720000.0,2 rounds + 20 Kettlebell Swings + 15 Wall Balls | 235 reps,73,"double under, row, ring row, kettlebell swing, wall ball",53.7222222222
39,2017-02-26,Every 1:30 for 10:30: Overhead Squat,730.2837157,True,5396,630000.0,1610 lbs,36,"overhead squat, squat",8.56507936508
40,2017-02-26,Every 1 min for 15 mins: Squat Snatch,653.1730128,True,11480,900000.0,1440 lbs,37,"snatch, squat snatch, squat",12.7555555556
41,2017-02-24,CrossFit Games Open 17.1,1216000.0,True,66764,1216000.0,20 mins 16 secs,24,,54.9046052632
42,2017-02-22,"3 RFT: 800 m, Knees-to-chests, and Kettlebell Swing (American)s",1447000.0,True,82443,1447000.0,24 mins 7 secs,63,"knees-to-chest, kettlebell swing, kettlebell swing (american)",56.9751209399
43,2017-02-21,"FT: Clean & Jerks, Double Unders, Burpees, and 2 more",885000.0,True,58976,885000.0,14 mins 45 secs,53,"double under, burpee, clean, clean & jerk, jerk",66.6395480226
45,2017-02-10,CrossFit Games Open 12.2,66.0,True,40191,600000.0,66 reps,24,,66.985
46,2017-02-05,"AMRAP 30 mins: 400 m, Burpee Box Jump Overs, Weighted AbMat Sit-ups, and 2 more",2.3,True,75004,1800000.0,2 rounds + 400 m + 10 Burpee Box Jump Overs,79,"abmat sit-up, box jump, box jump over, burpee, burpee box jump, burpee box jump over, sit-up, weighted abmat sit-up",41.6688888889
47,2017-02-01,5x RFT: Wall Balls and Clean & Jerks,759000.0,True,77110,759000.0,"12 mins 39 secs | (2 mins 3 secs), (2 mins 41 secs), (2 mins 30 secs), (2 mins 46 secs), and (2 mins 39 secs)",36,"clean, clean & jerk, jerk, wall ball",101.594202899
48,2017-01-30,"6 RFT: 200 m, Power Snatches, and Burpees",1750000.0,True,107637,1750000.0,29 mins 10 secs,41,"burpee, power snatch, snatch",61.5068571429
49,2017-01-27,CrossFit Games Open 12.4 / 13.3,202.0,True,34253,720000.0,202 reps,31,,47.5736111111
50,2016-12-23,"21-15-9: Pull-ups, Snatches, and Row Calories",1147000.0,True,61352,1147000.0,19 mins 7 secs,45,"row, row calories, pull-up, snatch",53.4891020052
52,2016-12-22,"AMRAP 10 mins: Hand Release Push-Ups, Box Jumps, and Pistols (Alternating Legs)s",3.033,True,23372,600000.0,3 rounds + Hand Release Push-Up | 91 reps,80,"box jump, hand release push-up, pistol, pistols (alternating legs), push-up",38.9533333333
53,2016-12-15,"3 RFT: Rows, Kettlebell Swing (American)s, and Pull-ups",1061000.0,True,85033,1061000.0,17 mins 41 secs,55,"row, pull-up, kettlebell swing, kettlebell swing (american)",80.1442035815
54,2016-09-19,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1101000.0,True,83059,1101000.0,18 mins 21 secs,5,"run, overhead squat, squat",75.4396003633
55,2016-09-13,Every 2 mins for 10 mins: Deadlift,1984.46661875,True,11243,600000.0,4375 lbs,34,deadlift,18.7383333333
56,2016-09-13,"AMRAP 12 mins: Dumbbell Snatches, Ball Slams and 200 m",3.383,False,35975,720000.0,3 rounds + 10 Dumbbell Snatches + 3 Ball Slams,54,"ball slam, dumbbell snatch, snatch",49.9652777778
57,2016-09-11,"5 RFT: Wall Balls, Burpees and Toes-to-bars",515000.0,False,33132,515000.0,8 mins 35 secs,43,"burpee, toes-to-bar, wall ball",64.3339805825
58,2016-09-11,Every 2 mins for 10 mins: Front Squat,1281.39844525,True,9645,600000.0,2825 lbs,37,"front squat, squat",16.075
59,2016-09-10,Every 2 mins for 10 mins: Shoulder Press,873.16531225,True,3398,600000.0,1925 lbs,40,"press, shoulder press",5.66333333333
60,2016-09-09,Every 2 mins for 10 mins: Back Squat,1778.0820904,True,13446,600000.0,3920 lbs,36,"back squat, squat",22.41
61,2016-09-09,"7 RFT: Push-ups, Clean & Jerks and Muscle-ups",900000.0,False,21344,900000.0,15 mins,45,"muscle-up, push-up, clean, clean & jerk, jerk",23.7155555556
63,2016-09-06,Every 2 mins for 10 mins: Front Squat,1492.3188973,True,12428,600000.0,3290 lbs,37,"front squat, squat",20.7133333333
64,2016-09-06,TK,3.5,False,25310,1200000.0,3 rounds + 8 Strict Pull-up (band)s + 4 Box Jumps | 96 reps,2,TK,21.0916666667
65,2016-09-06,AbMat Sit-up : 100 Reps for Time,282000.0,True,16765,282000.0,4 mins 42 secs,32,"abmat sit-up, sit-up",59.4503546099
66,2016-09-04,Every 2 mins for 10 mins: Overhead Squat,1174.8042383,True,11297,600000.0,2590 lbs,40,"overhead squat, squat",18.8283333333
67,2016-09-04,Alt EMOM 12 mins: Strict Pull-ups and Strict Bar Dips,17140.0,False,17140,720000.0,Completed,53,"bar dip, dip, pull-up, strict bar dip, strict pull-up",23.8055555556
68,2016-09-03,21-18-15-12-9-6-3: Front Squats and Burpee Over Bars,1075000.0,False,68020,1075000.0,17 mins 55 secs,52,"burpee, burpee over bar, front squat, squat",63.2744186047
69,2016-09-02,"Chipper: Bikes, Double Kettlebell Push Press, Deadlifts, 4 and  more",1045000.0,False,19257,1045000.0,17 mins 25 secs,68,"bike, deadlift, double kettlebell push press, kettlebell push press, press, push press",18.4277511962
70,2016-08-31,"3 RFT: Push Press, Front Rack Walking Lunges, Sumo Deadlift High-pulls and Overhead Walking Lunges",806000.0,False,18303,806000.0,13 mins 26 secs,98,"lunge, overhead walk, walking lunge, deadlift, front rack walking lunge, overhead walking lunge, press, push press, sumo deadlift high-pull",22.7084367246
72,2016-08-30,"AMRAP 15 mins: Handstand Push-ups, Pull-ups, Bench Press and Ring Rows",5.339,False,25651,900000.0,5 rounds + 7 Dumbbell Shoulder Press + 5 Pull-ups | 222 reps,70,"row, handstand push-up, pull-up, push-up, ring row, bench press, press",28.5011111111
73,2016-08-28,2014 CrossFit Games - Triple 3,3341000.0,False,170050,3341000.0,55 mins 41 secs,30,,50.8979347501
74,2016-08-14,5 RFT: Dumbbell Snatches and 200 m,975000.0,False,68056,975000.0,16 mins 15 secs,34,"dumbbell snatch, snatch",69.801025641
75,2016-07-30,FT: Dumbbell Thrusters and Muscle-ups,455000.0,False,10234,455000.0,7 mins 35 secs,37,"muscle-up, dumbbell thruster, thruster",22.4923076923
76,2016-07-30,"""Tabata"" - Double Unders : 8 x 20 secs / 10 secs",195.0,True,16478,240000.0,195 reps | 195,48,double under,68.6583333333
77,2016-07-29,Every 1 min for 10 mins: Back Squat,1593.92358818,True,9742,600000.0,3514 lbs,35,"back squat, squat",16.2366666667
78,2016-07-27,"4 RFT: Handstand Push-ups, Rope Climbs and Air Squats",1325000.0,False,19506,1325000.0,22 mins 5 secs,53,"air squat, handstand push-up, push-up, rope climb, squat",14.721509434
79,2016-07-27,5 RFT: 400 m,1496000.0,True,59942,1496000.0,24 mins 56 secs,12,,40.0681818182
82,2016-07-26,Every 1 min for 10 mins: Front Squat,1202.0197805,True,8370,600000.0,2650 lbs,36,"front squat, squat",13.95
83,2016-07-26,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,412000.0,True,38046,412000.0,6 mins 52 secs,5,"sit-up, double-under",92.3446601942
84,2016-07-16,FT: 5x Handstand Push-ups and Box Jumps; 4x Muscle-ups and Back Rack...,1906000.0,False,37988,1906000.0,31 mins 46 secs,71,"box jump, handstand push-up, muscle-up, push-up",19.9307450157
88,2016-07-12,Burpees : 100 Reps for Time,594000.0,True,50450,594000.0,9 mins 54 secs,27,burpee,84.9326599327
89,2016-07-09,"FT: Rows, Deficit Handstand Push Ups, Rows, 3 and  more",795000.0,False,72291,795000.0,13 mins 15 secs,55,row,90.9320754717
90,2016-07-09,Every 1 min for 15 mins: Squat Snatch,655.44097465,True,11334,900000.0,1445 lbs,37,"snatch, squat snatch, squat",12.5933333333
91,2016-07-08,"5 RFT: Thrusters, Bent Over Barbell Rows and Toes-to-bars",1174000.0,True,27100,1174000.0,19 mins 34 secs,57,"row, toes-to-bar, bent over barbell row, thruster",23.0834752981
92,2016-07-08,"AMRAP 15 mins: Double Unders, Handstand Walks, Kettlebell Deadlifts and Cartwheels",3.75,False,10200,900000.0,3 rounds + 30 Double Unders + 40 ft + 10 Kettlebell Deadlifts,82,"double under, handstand walk, cartwheel, deadlift, kettlebell deadlift",11.3333333333
94,2016-07-06,Kettlebell Swing : 100 Reps for Time,384000.0,False,27045,384000.0,6 mins 24 secs,36,kettlebell swing,70.4296875
95,2016-07-05,"Badger:95 pound Squat clean, 30 reps 30 Pull-ups Run 800 meters 3 rounds for time.",1949000.0,False,98591,1949000.0,32 mins 29 secs,6,"run, pull-up, clean, squat clean, squat",50.5854284248
96,2016-07-02,1775,3.714,True,143291,3600000.0,3 rounds + 17 Power Cleans + 75 Air Squats + 200 m + 200 m + 200 m,4,1775,39.8030555556
97,2016-06-29,"AMRAP 10 mins: 400 m, Shoulder Taps, Jumping Squats and Pull-ups",2.25,False,43508,600000.0,2 rounds + 400 m,64,"jumping squat, pull-up, shoulder tap, squat",72.5133333333
100,2016-06-28,FT: 3x Deadlifts and Muscle-ups; 3x Wall Balls and Toes-to-bars,1043000.0,False,32813,1043000.0,17 mins 23 secs,63,"muscle-up, toes-to-bar, deadlift, wall ball",31.46021093
101,2016-06-15,"AMRAP 12 mins: GHD Sit-ups, Pull-ups and Bench Press",4.089,True,36487,720000.0,4 rounds + 4 GHD Sit-ups | 148 reps,52,"ghd sit-up, pull-up, sit-up, bench press, press",50.6763888889
102,2016-06-15,Alt EMOM 12 mins: Kettlebell Swing (Russian)s and Burpees,52633.0,False,52633,720000.0,Completed,57,"burpee, kettlebell swing",73.1013888889
103,2016-06-15,"3 RFT: 200 m, Good Mornings, Push-ups and Deadlifts",550000.0,True,41781,550000.0,9 mins 10 secs,51,"push-up, deadlift, good morning",75.9654545455
105,2016-06-14,"FT: 800 m, Muscle-ups, 400 m, 3 and  more",928000.0,False,64030,928000.0,15 mins 28 secs,41,muscle-up,68.9978448276
107,2016-06-12,21-15-9: Deadlifts and Overhead Squats,594000.0,True,34743,594000.0,9 mins 54 secs,38,"deadlift, overhead squat, squat",58.4898989899
108,2016-06-10,Run 1 mi TT,504000.0,True,33888,504000.0,8 mins 24 secs,11,run,67.2380952381
109,2016-06-10,"AMRAP 10 mins: Walking Lunges, Handstand Walks and Burpee Broad Jumps",2.5,False,1641,600000.0,2 rounds + 20 yd + 10 yd,69,"handstand walk, burpee, burpee broad jump, lunge, walking lunge",2.735
110,2016-06-08,"Chipper: 400 m, Box Jumps, 800 m, and 5 more",2379000.0,True,107704,2379000.0,39 mins 39 secs,44,box jump,45.272803699
111,2016-06-07,Row : 250/500/750/1000/750/500/250 m,1014400.0,True,129637,1014400.0,16 mins 54.40000000000012 secs,36,row,127.796727129
112,2016-06-05,"AMReps 12 mins: Bench Press, 200 m, Bench Press, 8 and  more",31.0,False,35302,720000.0,31 reps,60,"bench press, press",49.0305555556
113,2016-06-05,Every 1 min for 10 mins: Back Squat,1973.1268095,True,13233,600000.0,4350 lbs,35,"back squat, squat",22.055
114,2016-06-03,"Every 4 mins for 20 mins: Deadlifts, Box Jumps and 200 m",5.0,False,52304,1200000.0,5.0 rounds,56,"box jump, deadlift",43.5866666667
117,2016-05-31,5 RFT: Rows and Squat Cleans,712000.0,True,61032,712000.0,11 mins 52 secs,28,"row, clean, squat clean, squat",85.7191011236
118,2016-05-30,"Murph:1 mile Run 100 Pull-ups 200 Push-ups 300 Squats 1 mile Run For time. Partition the pull-ups, push-ups, and squats as needed. ve got a twenty pound vest or body armor, wear it.""]",3328000.0,True,247016,3328000.0,55 mins 28 secs,5,"run, pull-up, push-up, squat",74.2235576923
120,2016-05-27,Nicole:Run 400 meters Max rep Pull-ups As many rounds as possible in 20 minutes.,69.0,True,86604,1200000.0,"69 reps | 22, 11, 12, 13, and 11",6,"run, pull-up",72.17
121,2016-05-27,AMRAP 10 mins: GHD Sit-ups and Overhead Walking Lunges,5.167,True,23157,600000.0,5 rounds + 5 GHD Sit-ups,54,"ghd sit-up, lunge, overhead walk, sit-up, walking lunge, overhead walking lunge",38.595
123,2016-05-25,"FT: Power Snatches, Double Unders and Power Clean & Jerks",686000.0,True,45694,686000.0,11 mins 26 secs,57,"double under, clean, clean & jerk, jerk, power clean, power clean & jerk, power snatch, snatch",66.6093294461
124,2016-05-24,"21-15-9: Thrusters, Burpee Over Bars and Pull-ups",697000.0,True,54668,697000.0,11 mins 37 secs,49,"burpee, burpee over bar, pull-up, thruster",78.4332855093
125,2016-05-22,2016 CrossFit Games Regional Event 6,1287000.0,False,25652,1287000.0,21 mins 27 secs,36,,19.9316239316
126,2016-05-21,2016 CrossFit Games Regional Event 5,864000.0,False,30375,864000.0,14 mins 24 secs,36,,35.15625
128,2016-05-18,Double Unders : 200 Reps for Time,242000.0,True,17200,242000.0,4 mins 2 secs,33,double under,71.0743801653
129,2016-05-18,AMRAP 10 mins: Rows and Burpee Over Boxes,3.55,True,23977,600000.0,3 rounds + 200 m + Burpee Over Box,41,"row, burpee, burpee over box",39.9616666667
130,2016-05-18,Every 1 min for 10 mins: Wall Balls and Chest-to-bar Pull-ups,10.0,False,34687,600000.0,10.0 rounds,61,"chest-to-bar pull-up, pull-up, wall ball",57.8116666667
131,2016-05-10,"5 RFT: 400 m, Overhead Squats and Muscle-ups",1140000.0,False,47259,1140000.0,19 mins,44,"muscle-up, overhead squat, squat",41.4552631579
135,2016-05-08,3 RFT: Wall Balls and Squat Snatches,1253000.0,True,65332,1253000.0,20 mins 53 secs,36,"snatch, squat snatch, wall ball, squat",52.1404628891
136,2016-05-07,"Chipper: 400 m, Snatches, 400 m, 4 and  more",1215000.0,False,52177,1215000.0,20 mins 15 secs,44,snatch,42.9440329218
137,2016-05-07,Every 1 min for 10 mins: Strict Handstand Push-up,1838.0,False,1838,600000.0,Completed,49,"handstand push-up, push-up, strict handstand push-up",3.06333333333
138,2016-05-06,"AMReps 13 mins: Wall Balls, Sumo Deadlift High-pulls, Wall Balls, 3 and  more",184.0,True,55793,780000.0,184 reps,77,"deadlift, sumo deadlift high-pull, wall ball",71.5294871795
139,2016-05-06,Every 1 min for 7 mins: Pistols and Ring Dips,7.0,False,7915,420000.0,7.0 rounds,45,"dip, pistol, ring dip",18.8452380952
140,2016-05-04,"Fran:Thruster 95 lbs Pull-ups 21-15-9 reps, for time.",295000.0,True,32206,295000.0,4 mins 55 secs,4,"pull-up, thruster",109.172881356
142,2016-05-03,AMRAP 10 mins: Back Squats and Legless Rope Climbs,5.5,False,12000,600000.0,5 rounds + 3 Back Squats | 33 reps,50,"legless rope climb, rope climb, back squat, squat",20.0
144,2016-05-01,"5 RFT: Dumbbell Deadlifts, Dumbbell Hang Squat Cleans and Dumbbell Push Jerks",590000.0,True,28364,590000.0,9 mins 50 secs,77,"clean, deadlift, dumbbell deadlift, dumbbell hang squat clean, dumbbell push jerk, hang squat clean, jerk, push jerk, squat clean, squat",48.0745762712
145,2016-05-01,AMRAP 12 mins: GHD Sit-ups and Double Unders,7.0,True,60131,720000.0,7 rounds | 455 reps,44,"double under, ghd sit-up, sit-up",83.5152777778
146,2016-04-30,"Amanda:Three rounds, 9-7- and 5 reps, of: Muscle-up 135 pound Squat snatch",713000.0,False,16293,713000.0,11 mins 53 secs,6,"muscle-up, snatch, squat snatch, squat",22.8513323983
147,2016-04-30,Every 1 min for 15 mins: Clean & Jerk,893.5769689,True,15598,900000.0,1970 lbs,37,"clean, clean & jerk, jerk",17.3311111111
149,2016-04-29,The Seven,2055000.0,False,76409,2055000.0,34 mins 15 secs,9,The Seven,37.1819951338
150,2016-04-27,"""Tabata"" - Sumo Deadlift High-pulls, Shoulder-to-Overheads, AbMat Sit-ups, 3 and  more : 8 x 20 secs / 10 secs",558.0,True,97559,1440000.0,558 reps | 75 + 80 + 103 + 34 + 107 + 159,110,"abmat sit-up, sit-up, deadlift, shoulder-to-overhead, sumo deadlift high-pull",67.7493055556
151,2016-04-26,"3 RFT: 200 m, Overhead Walking Lunges and Double Unders",390000.0,False,26683,390000.0,6 mins 30 secs,55,"double under, lunge, overhead walk, walking lunge, overhead walking lunge",68.4179487179
152,2016-04-26,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1005000.0,True,83690,1005000.0,16 mins 45 secs,5,"run, overhead squat, squat",83.2736318408
153,2016-04-26,AMReps 2 mins: Back Squat,15.0,True,6931,120000.0,15 reps,25,"back squat, squat",57.7583333333
157,2016-04-23,5 RFT: Squat Snatches and Burpee Over Bars,900000.0,True,59021,900000.0,15 mins,42,"burpee, burpee over bar, snatch, squat snatch, squat",65.5788888889
